network_type,model,node,entity_type,is_seed,in_degree,out_degree,total_degree,degree_centrality,betweenness,pagerank,total_degree_rank,betweenness_rank,pagerank_rank
expanded_second_pass,arc_lite,Freedom Rides,event,True,5,2,7,0.07070707070707072,0.07322442985660739,0.017073380031693716,10.0,8.0,15.0
expanded_second_pass,arc_lite,St Augustine,place,False,8,1,9,0.08080808080808081,0.01097547486723711,0.041172937034538865,8.0,31.0,5.0
expanded_second_pass,arc_lite,Tobias Simon,person,False,4,4,8,0.08080808080808081,0.020954061013820115,0.015215907192146775,9.0,19.0,17.0
expanded_second_pass,arc_lite,Andrew Young,activist,True,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Atlanta,place,False,3,3,6,0.06060606060606061,0.05498500835055676,0.014079462024735768,17.0,10.0,18.0
expanded_second_pass,arc_lite,John Lewis,activist,True,1,3,4,0.04040404040404041,0.023000642791190594,0.007018825904080127,25.0,17.0,36.0
expanded_second_pass,arc_lite,Bayard Rustin,activist,True,0,7,7,0.07070707070707072,0.08691459166000966,0.003029307996523934,10.0,6.0,68.0
expanded_second_pass,arc_lite,Black Power,movement,False,3,2,5,0.04040404040404041,0.004260289974575689,0.018192627132493623,21.0,36.0,14.0
expanded_second_pass,arc_lite,Freedom Budget for All Americans,campaign,False,1,0,1,0.010101010101010102,0.0,0.0033971565517683855,68.0,50.0,64.0
expanded_second_pass,arc_lite,Mahatma Gandhi,person,False,4,1,5,0.05050505050505051,0.007193165866635253,0.010848870237342878,21.0,33.0,25.0
expanded_second_pass,arc_lite,Solidarity movement,movement,False,1,0,1,0.010101010101010102,0.0,0.0033971565517683855,68.0,50.0,64.0
expanded_second_pass,arc_lite,United Federation of Teachers,organisation,False,2,0,2,0.020202020202020204,0.0202020202020202,0.0059720964384795475,43.0,21.0,47.0
expanded_second_pass,arc_lite,Black Panther Party,organisation,False,0,3,3,0.030303030303030304,0.0040149769473077765,0.003029307996523934,35.0,37.0,68.0
expanded_second_pass,arc_lite,Malcolm X,activist,True,2,2,4,0.04040404040404041,0.0020339448910877476,0.005175091235449902,25.0,41.0,51.0
expanded_second_pass,arc_lite,James Groppi,person,False,1,1,2,0.020202020202020204,0.004762252506613408,0.01076445132080875,43.0,35.0,26.0
expanded_second_pass,arc_lite,Stokely Carmichael,activist,True,3,1,4,0.030303030303030304,0.0040149769473077765,0.016398846031383182,25.0,37.0,16.0
expanded_second_pass,arc_lite,Black Power Movement,movement,False,0,2,2,0.020202020202020204,0.0013512186981574734,0.003029307996523934,43.0,43.0,68.0
expanded_second_pass,arc_lite,Bob Moses,activist,True,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Bristol Bus Boycott,event,False,0,3,3,0.030303030303030304,0.0009472764574805388,0.003029307996523934,35.0,47.0,68.0
expanded_second_pass,arc_lite,Montgomery Bus Boycott,event,True,5,5,10,0.09090909090909091,0.03961026127276025,0.038454611580341434,6.0,15.0,7.0
expanded_second_pass,arc_lite,Florida,place,False,4,2,6,0.05050505050505051,0.0014859353294727437,0.048954175227916605,17.0,42.0,3.0
expanded_second_pass,arc_lite,Jim Crow regime,law,False,4,1,5,0.05050505050505051,0.014097292199185128,0.0201093235491341,21.0,29.0,12.0
expanded_second_pass,arc_lite,Rosa Parks,activist,True,5,1,6,0.05050505050505051,0.0025087322961017872,0.025047474111822395,17.0,40.0,9.0
expanded_second_pass,arc_lite,Byron De La Beckwith,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Medgar Evers,activist,True,2,2,4,0.04040404040404041,0.04019789734075448,0.0059720964384795475,25.0,14.0,47.0
expanded_second_pass,arc_lite,Carl Rachlin,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Charles Billups,person,False,0,4,4,0.04040404040404041,0.02190613619185047,0.003029307996523934,25.0,18.0,68.0
expanded_second_pass,arc_lite,Birmingham,place,False,1,0,1,0.010101010101010102,0.0,0.003673042968201724,68.0,50.0,60.0
expanded_second_pass,arc_lite,Chicago,place,False,2,1,3,0.030303030303030304,0.00020614306328592042,0.009167768040101533,35.0,49.0,31.0
expanded_second_pass,arc_lite,Charles McDew,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Lyndon Johnson,person,False,2,1,3,0.030303030303030304,0.0,0.0069116026707617285,35.0,50.0,37.0
expanded_second_pass,arc_lite,Harry Belafonte,person,False,1,1,2,0.020202020202020204,0.013866950701232996,0.006421648536519911,43.0,30.0,42.0
expanded_second_pass,arc_lite,James Lawson,activist,True,1,2,3,0.030303030303030304,0.0,0.006421648536519911,35.0,50.0,42.0
expanded_second_pass,arc_lite,National Association for the Advancement of Colored People,organisation,True,9,7,16,0.15151515151515152,0.18886683704140947,0.047369150357032014,4.0,4.0,4.0
expanded_second_pass,arc_lite,Watts,place,False,2,0,2,0.020202020202020204,0.0,0.009856611006889395,43.0,50.0,28.0
expanded_second_pass,arc_lite,Brooklyn,place,False,1,0,1,0.010101010101010102,0.0,0.005641164639047602,68.0,50.0,49.0
expanded_second_pass,arc_lite,Miami,place,False,2,0,2,0.020202020202020204,0.0,0.008873780394193106,43.0,50.0,32.0
expanded_second_pass,arc_lite,Council of Federated Organizations,organisation,False,1,1,2,0.020202020202020204,0.0,0.0033971565517683855,43.0,50.0,64.0
expanded_second_pass,arc_lite,Mississippi Freedom Summer,campaign,False,2,1,3,0.030303030303030304,0.014529174300355501,0.006284769225970757,35.0,26.0,45.0
expanded_second_pass,arc_lite,Dave Dennis,person,False,0,7,7,0.07070707070707072,0.04443398169434042,0.003029307996523934,10.0,12.0,68.0
expanded_second_pass,arc_lite,James Chaney,person,False,1,2,3,0.030303030303030304,0.0011143177809844471,0.0033971565517683855,35.0,45.0,64.0
expanded_second_pass,arc_lite,Dorie Ladner,person,False,0,2,2,0.020202020202020204,0.0,0.003029307996523934,43.0,50.0,68.0
expanded_second_pass,arc_lite,Freedom houses,campaign,False,1,1,2,0.020202020202020204,0.0,0.004316777939879515,43.0,50.0,54.0
expanded_second_pass,arc_lite,Ella Baker,activist,True,0,4,4,0.04040404040404041,0.04887950673846683,0.003029307996523934,25.0,11.0,68.0
expanded_second_pass,arc_lite,Modjeska Monteith Simkins,person,False,1,4,5,0.05050505050505051,0.0627267164682131,0.003673042968201724,21.0,9.0,60.0
expanded_second_pass,arc_lite,Ruby Doris Smith Robinson,person,False,2,5,7,0.07070707070707072,0.014111560884241247,0.004960512911557306,10.0,28.0,52.0
expanded_second_pass,arc_lite,Fannie Lou Hamer,activist,True,0,2,2,0.020202020202020204,0.0035948613561476886,0.003029307996523934,43.0,39.0,68.0
expanded_second_pass,arc_lite,Mennonite House,place,False,1,1,2,0.020202020202020204,0.0011099004296283208,0.004316777939879515,43.0,46.0,54.0
expanded_second_pass,arc_lite,Federal Bureau of Investigation,organisation,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Freedom Singers,organisation,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Howard Zinn,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Intifadah Movement,movement,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Israel S. (Sy) Dresner,person,False,0,2,2,0.020202020202020204,0.0,0.003029307996523934,43.0,50.0,68.0
expanded_second_pass,arc_lite,Schwerner,person,False,1,1,2,0.020202020202020204,0.0,0.00447311433362512,43.0,50.0,53.0
expanded_second_pass,arc_lite,James Forman,activist,True,0,2,2,0.020202020202020204,0.0,0.003029307996523934,43.0,50.0,68.0
expanded_second_pass,arc_lite,Jean Wiley,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Selma,place,False,2,0,2,0.020202020202020204,0.001341658440150009,0.022109708373708428,43.0,44.0,10.0
expanded_second_pass,arc_lite,Julian Bond,person,False,0,3,3,0.030303030303030304,0.0202020202020202,0.003029307996523934,35.0,21.0,68.0
expanded_second_pass,arc_lite,Jeanne Theoharis,person,False,1,0,1,0.010101010101010102,0.0,0.0038876212920943218,68.0,50.0,56.0
expanded_second_pass,arc_lite,Mary King,person,False,1,1,2,0.020202020202020204,0.0,0.0038876212920943218,43.0,50.0,56.0
expanded_second_pass,arc_lite,Ku Klux Klan,organisation,False,1,1,2,0.010101010101010102,0.0,0.012040739884460088,43.0,50.0,21.0
expanded_second_pass,arc_lite,Chicago campaign,campaign,False,2,0,2,0.020202020202020204,0.0,0.00944297210380396,43.0,50.0,30.0
expanded_second_pass,arc_lite,Monson Motor Lodge,place,False,1,1,2,0.020202020202020204,0.0,0.006464270466893419,43.0,50.0,38.0
expanded_second_pass,arc_lite,Montgomery Improvement Association,organisation,False,1,1,2,0.020202020202020204,0.0009472764574805388,0.006464270466893419,43.0,47.0,38.0
expanded_second_pass,arc_lite,Newcastle upon Tyne,place,False,1,0,1,0.010101010101010102,0.0,0.006464270466893419,68.0,50.0,38.0
expanded_second_pass,arc_lite,open housing movement,movement,False,1,1,2,0.020202020202020204,0.0,0.006464270466893419,43.0,50.0,38.0
expanded_second_pass,arc_lite,Mississippi Goddamn,publication,False,1,0,1,0.010101010101010102,0.0,0.005567469089844354,68.0,50.0,50.0
expanded_second_pass,arc_lite,Mississippi Freedom Schools,organisation,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,NAACP Richland County Citizens Committee,organisation,False,2,0,2,0.020202020202020204,0.0202020202020202,0.00638477719944029,43.0,21.0,44.0
expanded_second_pass,arc_lite,Richland County Citizens Committee,organisation,False,1,0,1,0.010101010101010102,0.0,0.003809837312729129,68.0,50.0,58.0
expanded_second_pass,arc_lite,Roy Wilkins,person,False,1,1,2,0.020202020202020204,0.0,0.003809837312729129,43.0,50.0,58.0
expanded_second_pass,arc_lite,"Montgomery, Alabama",place,False,1,0,1,0.010101010101010102,0.0,0.00956687297759737,68.0,50.0,29.0
expanded_second_pass,arc_lite,Gibson v. Florida Legislative Investigation Committee,law,False,1,0,1,0.010101010101010102,0.0,0.00878255336184194,68.0,50.0,33.0
expanded_second_pass,arc_lite,Rachel,person,False,1,0,1,0.010101010101010102,0.0,0.00878255336184194,68.0,50.0,33.0
expanded_second_pass,arc_lite,New York City school strikes,event,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Patricia Stephens Due,person,False,0,4,4,0.04040404040404041,0.04352768487922859,0.003029307996523934,25.0,13.0,68.0
expanded_second_pass,arc_lite,Rev. I. De Quincy Newman,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Sojourner Truth Motor Fleet,organisation,False,2,2,4,0.030303030303030304,0.0202020202020202,0.01288403428866809,25.0,21.0,19.0
expanded_second_pass,arc_lite,Septima Clark,person,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,Shen Tong,person,False,0,2,2,0.020202020202020204,0.0,0.003029307996523934,43.0,50.0,68.0
expanded_second_pass,arc_lite,Sojourner Truth,person,False,1,0,1,0.010101010101010102,0.0,0.008505201272551418,68.0,50.0,35.0
expanded_second_pass,arc_lite,night marches,campaign,False,1,0,1,0.010101010101010102,0.0,0.006008009633434475,68.0,50.0,46.0
expanded_second_pass,arc_lite,Freedom Schools,organisation,False,1,0,1,0.010101010101010102,0.0,0.012040739884460088,68.0,50.0,21.0
expanded_second_pass,arc_lite,Freedom Summer,campaign,False,1,0,1,0.010101010101010102,0.0,0.012040739884460088,68.0,50.0,21.0
expanded_second_pass,arc_lite,Sojourner Truth Garage,organisation,False,1,0,1,0.010101010101010102,0.0,0.012040739884460088,68.0,50.0,21.0
expanded_second_pass,arc_lite,lunch counter sit-ins,campaign,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,arc_lite,sit-in movement,movement,False,0,1,1,0.010101010101010102,0.0,0.003029307996523934,68.0,50.0,68.0
expanded_second_pass,qwen_plus,A. Philip Randolph,activist,True,0,7,7,0.07777777777777778,0.02862030950045933,0.004118679025226255,15.0,14.0,78.0
expanded_second_pass,qwen_plus,Brown v. Board of Education,law,False,1,3,4,0.044444444444444446,0.0,0.004618792623899136,27.0,38.0,73.0
expanded_second_pass,qwen_plus,Civil Rights Movement,movement,False,18,13,31,0.2888888888888889,0.2185620628504524,0.06563865894971062,3.0,3.0,2.0
expanded_second_pass,qwen_plus,Jim Crow regime,law,False,10,0,10,0.11111111111111112,0.04947780406581905,0.033556138832931064,10.0,11.0,5.0
expanded_second_pass,qwen_plus,March on Washington Movement,movement,False,1,0,1,0.011111111111111112,0.0,0.004618792623899136,67.0,38.0,73.0
expanded_second_pass,qwen_plus,March on Washington for Jobs and Freedom,event,True,4,0,4,0.044444444444444446,0.010853496621286884,0.00892355453957777,27.0,21.0,34.0
expanded_second_pass,qwen_plus,National Association for the Advancement of Colored People,organisation,True,12,4,16,0.16666666666666669,0.15011423796067994,0.02703142936497967,5.0,4.0,8.0
expanded_second_pass,qwen_plus,Reconstruction,event,False,2,1,3,0.03333333333333333,0.0026118145968333233,0.005900903678209194,35.0,31.0,49.0
expanded_second_pass,qwen_plus,"Albany, Georgia",place,False,1,2,3,0.022222222222222223,0.0,0.010784393822279447,35.0,38.0,22.0
expanded_second_pass,qwen_plus,Southern Christian Leadership Conference,organisation,True,11,6,17,0.15555555555555556,0.09465566892533184,0.03771682417907114,4.0,6.0,4.0
expanded_second_pass,qwen_plus,Student Nonviolent Coordinating Committee,organisation,True,25,14,39,0.33333333333333337,0.3334972940778183,0.1098097958948781,1.0,2.0,1.0
expanded_second_pass,qwen_plus,Alvin J. Bronstein,person,False,0,8,8,0.08888888888888889,0.008602945812683642,0.004118679025226255,12.0,24.0,78.0
expanded_second_pass,qwen_plus,Civil Rights Act 1964,law,False,2,5,7,0.06666666666666667,0.0037170798406753447,0.01396587262464117,15.0,30.0,15.0
expanded_second_pass,qwen_plus,Congress of Racial Equality,organisation,True,7,6,13,0.14444444444444446,0.052626090098000226,0.018196618050970073,6.0,10.0,10.0
expanded_second_pass,qwen_plus,Freedom Rides,event,True,10,2,12,0.12222222222222223,0.05570428600391148,0.030821037228976493,8.0,9.0,7.0
expanded_second_pass,qwen_plus,Ku Klux Klan,organisation,False,3,0,3,0.03333333333333333,0.001091105454401335,0.015805901990502715,35.0,35.0,13.0
expanded_second_pass,qwen_plus,St Augustine,place,False,9,3,12,0.11111111111111112,0.021086680693422264,0.03320700630088433,8.0,19.0,6.0
expanded_second_pass,qwen_plus,Tobias Simon,person,False,4,2,6,0.06666666666666667,0.0013714008283296673,0.016769134992804677,21.0,33.0,11.0
expanded_second_pass,qwen_plus,Andrew Young,activist,True,0,2,2,0.022222222222222223,0.0,0.004118679025226255,47.0,38.0,78.0
expanded_second_pass,qwen_plus,Bayard Rustin,activist,True,1,9,10,0.11111111111111112,0.10142104115886881,0.006865006254421703,10.0,5.0,40.0
expanded_second_pass,qwen_plus,Black Power,movement,False,2,2,4,0.044444444444444446,0.024592374611101208,0.0060491811207645275,27.0,15.0,48.0
expanded_second_pass,qwen_plus,Black Power Movement,movement,False,1,0,1,0.011111111111111112,0.0,0.004767070066454469,67.0,38.0,69.0
expanded_second_pass,qwen_plus,Freedom Budget for All Americans,campaign,False,1,0,1,0.011111111111111112,0.0,0.004767070066454469,67.0,38.0,69.0
expanded_second_pass,qwen_plus,New York City school strikes,event,False,1,0,1,0.011111111111111112,0.0,0.004767070066454469,67.0,38.0,69.0
expanded_second_pass,qwen_plus,Solidarity movement,movement,False,2,0,2,0.022222222222222223,0.0,0.009058994457425962,47.0,38.0,33.0
expanded_second_pass,qwen_plus,United Federation of Teachers,organisation,False,1,0,1,0.011111111111111112,0.0,0.004767070066454469,67.0,38.0,69.0
expanded_second_pass,qwen_plus,Modjeska Monteith Simkins,person,False,1,7,8,0.08888888888888889,0.08832362324871687,0.006689613542178462,12.0,7.0,42.0
expanded_second_pass,qwen_plus,Patricia Stephens Due,person,False,1,4,5,0.05555555555555556,0.004737134137883203,0.006689613542178462,22.0,28.0,42.0
expanded_second_pass,qwen_plus,Bristol Bus Boycott,event,False,1,1,2,0.011111111111111112,0.0,0.005400790079536314,47.0,38.0,51.0
expanded_second_pass,qwen_plus,Martin Luther King Jr.,activist,True,10,27,37,0.34444444444444444,0.3391021753943103,0.040721966823553245,2.0,1.0,3.0
expanded_second_pass,qwen_plus,Carl Rachlin,person,False,0,1,1,0.011111111111111112,0.0,0.004118679025226255,67.0,38.0,78.0
expanded_second_pass,qwen_plus,Charles Billups,person,False,0,4,4,0.044444444444444446,0.023763351366347607,0.004118679025226255,27.0,16.0,78.0
expanded_second_pass,qwen_plus,Birmingham,place,False,1,0,1,0.011111111111111112,0.0,0.004993877822903797,67.0,38.0,63.0
expanded_second_pass,qwen_plus,Chicago,place,False,2,0,2,0.022222222222222223,0.0,0.006275988877213856,47.0,38.0,44.0
expanded_second_pass,qwen_plus,Lyndon Johnson,person,False,3,1,4,0.03333333333333333,0.0009957790856667261,0.012066974290648166,27.0,36.0,18.0
expanded_second_pass,qwen_plus,Intifadah Movement,movement,False,2,0,2,0.022222222222222223,0.0,0.009692714470507808,47.0,38.0,28.0
expanded_second_pass,qwen_plus,Julian Bond,person,False,2,2,4,0.044444444444444446,0.003909703834797466,0.010161001011552834,27.0,29.0,27.0
expanded_second_pass,qwen_plus,Mahatma Gandhi,person,False,2,3,5,0.044444444444444446,0.006090601034421259,0.009692714470507808,22.0,26.0,28.0
expanded_second_pass,qwen_plus,Montgomery Bus Boycott,event,True,7,6,13,0.12222222222222223,0.059491819042380815,0.018261741420278876,6.0,8.0,9.0
expanded_second_pass,qwen_plus,sit-in movement,movement,False,1,3,4,0.03333333333333333,0.001892429944864402,0.008410603416197747,27.0,32.0,37.0
expanded_second_pass,qwen_plus,Cleveland Sellers,person,False,0,1,1,0.011111111111111112,0.0,0.004118679025226255,67.0,38.0,78.0
expanded_second_pass,qwen_plus,Council of Federated Organizations,organisation,False,2,5,7,0.07777777777777778,0.008432484424993789,0.007196727717153852,15.0,25.0,39.0
expanded_second_pass,qwen_plus,Freedom houses,campaign,False,2,3,5,0.044444444444444446,0.001200393447584459,0.012007822759442592,22.0,34.0,20.0
expanded_second_pass,qwen_plus,Mississippi Freedom Summer,campaign,False,2,0,2,0.022222222222222223,0.0,0.012007822759442592,47.0,38.0,20.0
expanded_second_pass,qwen_plus,Dave Dennis,person,False,0,7,7,0.07777777777777778,0.009656183738580746,0.004118679025226255,15.0,22.0,78.0
expanded_second_pass,qwen_plus,James Chaney,person,False,1,2,3,0.03333333333333333,0.0,0.004618792623899136,35.0,38.0,73.0
expanded_second_pass,qwen_plus,Medgar Evers,activist,True,1,2,3,0.03333333333333333,0.022222222222222223,0.004618792623899136,35.0,18.0,73.0
expanded_second_pass,qwen_plus,Schwerner,person,False,1,2,3,0.03333333333333333,0.0,0.004618792623899136,35.0,38.0,73.0
expanded_second_pass,qwen_plus,Diane Nash,activist,True,0,2,2,0.022222222222222223,0.0,0.004118679025226255,47.0,38.0,78.0
expanded_second_pass,qwen_plus,Rosa Parks,activist,True,4,4,8,0.08888888888888889,0.018178939939239566,0.009379316302828265,12.0,20.0,31.0
expanded_second_pass,qwen_plus,Ella Baker,activist,True,1,6,7,0.06666666666666667,0.02990003407606403,0.010784393822279447,15.0,13.0,22.0
expanded_second_pass,qwen_plus,Ruby Doris Smith Robinson,person,False,1,6,7,0.07777777777777778,0.047381267643439945,0.005646648615021086,15.0,12.0,50.0
expanded_second_pass,qwen_plus,Fannie Lou Hamer,activist,True,0,5,5,0.05555555555555556,0.023157164655291988,0.004118679025226255,22.0,17.0,78.0
expanded_second_pass,qwen_plus,Mennonite House,place,False,1,0,1,0.011111111111111112,0.0,0.004818838063368289,67.0,38.0,68.0
expanded_second_pass,qwen_plus,Federal Bureau of Investigation,organisation,False,1,1,2,0.011111111111111112,0.0,0.005400790079536314,47.0,38.0,51.0
expanded_second_pass,qwen_plus,Florida,place,False,0,2,2,0.022222222222222223,0.0,0.004118679025226255,47.0,38.0,78.0
expanded_second_pass,qwen_plus,Freedom Singers,organisation,False,1,1,2,0.011111111111111112,0.0,0.010784393822279447,47.0,38.0,22.0
expanded_second_pass,qwen_plus,Freedom Summer,campaign,False,2,0,2,0.022222222222222223,0.0,0.014186993059131832,47.0,38.0,14.0
expanded_second_pass,qwen_plus,Harry Belafonte,person,False,0,1,1,0.011111111111111112,0.0,0.004118679025226255,67.0,38.0,78.0
expanded_second_pass,qwen_plus,Israel S. (Sy) Dresner,person,False,0,3,3,0.03333333333333333,0.005692190317658485,0.004118679025226255,35.0,27.0,78.0
expanded_second_pass,qwen_plus,James Lawson,activist,True,1,2,3,0.03333333333333333,0.0,0.006865006254421703,35.0,38.0,40.0
expanded_second_pass,qwen_plus,Jeanne Theoharis,person,False,0,2,2,0.022222222222222223,0.0,0.004118679025226255,47.0,38.0,78.0
expanded_second_pass,qwen_plus,John Lewis,activist,True,1,1,2,0.011111111111111112,0.0,0.010784393822279447,47.0,38.0,22.0
expanded_second_pass,qwen_plus,Mary King,person,False,1,1,2,0.022222222222222223,0.0,0.008437189738688915,47.0,38.0,36.0
expanded_second_pass,qwen_plus,Len Holt,person,False,0,1,1,0.011111111111111112,0.0,0.004118679025226255,67.0,38.0,78.0
expanded_second_pass,qwen_plus,Beyond Vietnam,publication,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Black Panther Party,organisation,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Malcolm X,activist,True,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Monson Motor Lodge,place,False,1,1,2,0.022222222222222223,0.0,0.005400790079536314,47.0,38.0,51.0
expanded_second_pass,qwen_plus,Montgomery,place,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Montgomery Improvement Association,organisation,False,2,0,2,0.022222222222222223,0.0,0.00798780708394418,47.0,38.0,38.0
expanded_second_pass,qwen_plus,Newcastle upon Tyne,place,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Poor People's Campaign,campaign,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Roy Wilkins,person,False,2,1,3,0.03333333333333333,0.009064562154449793,0.0062131268552203574,35.0,23.0,45.0
expanded_second_pass,qwen_plus,Watts,place,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Whitney Young,person,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,open housing movement,movement,False,1,0,1,0.011111111111111112,0.0,0.005400790079536314,67.0,38.0,51.0
expanded_second_pass,qwen_plus,Mississippi Goddamn,publication,False,1,0,1,0.011111111111111112,0.0,0.006081637569777966,67.0,38.0,47.0
expanded_second_pass,qwen_plus,NAACP Richland County Citizens Committee,organisation,False,2,1,3,0.03333333333333333,0.00012484394506866417,0.00912233125984207,35.0,37.0,32.0
expanded_second_pass,qwen_plus,Rachel,person,False,1,0,1,0.011111111111111112,0.0,0.004931015800910299,67.0,38.0,64.0
expanded_second_pass,qwen_plus,Rev. I. De Quincy Newman,person,False,1,1,2,0.022222222222222223,0.0,0.004931015800910299,47.0,38.0,64.0
expanded_second_pass,qwen_plus,Richland County Citizens Committee,organisation,False,2,0,2,0.022222222222222223,0.0,0.012685164347049215,47.0,38.0,17.0
expanded_second_pass,qwen_plus,"Montgomery, Alabama",place,False,2,0,2,0.022222222222222223,0.0,0.0086986522866829,47.0,38.0,35.0
expanded_second_pass,qwen_plus,Septima Clark,person,False,1,2,3,0.03333333333333333,0.0,0.006111635282275036,35.0,38.0,46.0
expanded_second_pass,qwen_plus,Alabama,place,False,1,0,1,0.011111111111111112,0.0,0.004918485828731385,67.0,38.0,66.0
expanded_second_pass,qwen_plus,Atlanta,place,False,1,0,1,0.011111111111111112,0.0,0.004918485828731385,67.0,38.0,66.0
expanded_second_pass,qwen_plus,Sojourner Truth,person,False,2,2,4,0.03333333333333333,0.0,0.012012229674243103,27.0,38.0,19.0
expanded_second_pass,qwen_plus,Sojourner Truth Motor Fleet,organisation,False,3,2,5,0.03333333333333333,0.0,0.016684877633196333,22.0,38.0,12.0
expanded_second_pass,qwen_plus,night marches,campaign,False,1,0,1,0.011111111111111112,0.0,0.009461676109739695,67.0,38.0,30.0
expanded_second_pass,qwen_plus,WATS Reports,publication,False,1,2,3,0.022222222222222223,0.0,0.010784393822279447,35.0,38.0,22.0
expanded_second_pass,qwen_plus,lunch counter sit-ins,campaign,False,2,0,2,0.022222222222222223,0.0,0.013167425416462425,47.0,38.0,16.0
